timestamp,server_name,os,business_service,site,cpu_usage,memory_usage,disk_usage,latency_ms,uptime_days,patch_age_days,status
2026-06-01 04:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,29,46,37,48,390,58,Healthy
2026-06-01 04:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,31,40,61,32,67,58,Healthy
2026-06-01 05:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,29,50,81,55,371,45,Healthy
2026-06-01 05:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,94,40,84,185,388,82,Critical
2026-06-01 05:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,29,54,42,45,282,4,Healthy
2026-06-01 05:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,41,45,65,26,63,40,Healthy
2026-06-01 05:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,43,68,56,120,324,10,Healthy
2026-06-01 05:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,26,91,73,31,312,82,Critical
2026-06-01 05:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,55,30,88,30,295,20,Warning
2026-06-01 05:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,37,42,44,81,175,109,Warning
2026-06-01 06:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,23,62,47,53,344,69,Healthy
2026-06-01 06:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,23,32,67,99,349,93,Warning
2026-06-01 06:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,75,75,32,18,71,6,Healthy
2026-06-01 06:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,59,38,79,94,357,4,Healthy
2026-06-01 06:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,49,56,49,118,380,52,Healthy
2026-06-01 06:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,37,91,56,41,204,78,Critical
2026-06-01 06:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,27,67,85,66,96,98,Warning
2026-06-01 06:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,41,28,59,72,156,19,Healthy
2026-06-01 07:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,92,77,45,115,197,120,Critical
2026-06-01 07:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,54,34,61,74,285,113,Warning
2026-06-01 07:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,37,27,62,45,140,75,Healthy
2026-06-01 07:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,90,53,83,75,176,69,Critical
2026-06-01 07:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,18,49,46,112,236,47,Healthy
2026-06-01 07:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,20,58,53,24,227,65,Healthy
2026-06-01 07:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,46,39,69,30,95,13,Healthy
2026-06-01 07:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,43,43,53,40,338,66,Healthy
2026-06-01 08:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,43,95,51,81,263,20,Critical
2026-06-01 08:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,56,30,69,65,345,95,Warning
2026-06-01 08:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,71,43,62,105,318,39,Healthy
2026-06-01 08:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,48,45,37,89,187,102,Warning
2026-06-01 08:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,75,66,68,98,326,74,Healthy
2026-06-01 08:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,32,59,63,94,224,19,Healthy
2026-06-01 08:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,70,24,74,17,255,41,Healthy
2026-06-01 08:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,44,66,62,75,406,94,Warning
2026-06-01 09:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,21,55,50,76,299,49,Healthy
2026-06-01 09:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,38,51,51,101,399,88,Healthy
2026-06-01 09:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,59,38,42,50,315,39,Healthy
2026-06-01 09:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,32,41,75,105,280,41,Healthy
2026-06-01 09:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,48,72,48,101,308,49,Healthy
2026-06-01 09:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,75,74,79,52,51,37,Healthy
2026-06-01 09:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,93,63,60,200,305,35,Critical
2026-06-01 09:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,53,30,77,46,55,86,Healthy
2026-06-01 10:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,75,62,36,106,271,13,Healthy
2026-06-01 10:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,61,22,40,75,274,84,Healthy
2026-06-01 10:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,30,40,92,98,323,30,Warning
2026-06-01 10:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,52,76,88,68,120,120,Warning
2026-06-01 10:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,20,47,41,52,49,2,Healthy
2026-06-01 10:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,37,28,51,97,308,68,Healthy
2026-06-01 10:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,49,30,59,118,87,43,Healthy
2026-06-01 10:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,28,63,96,116,181,73,Critical
2026-06-01 11:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,61,33,70,120,248,66,Healthy
2026-06-01 11:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,96,28,38,126,33,34,Critical
2026-06-01 11:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,42,70,51,107,323,2,Healthy
2026-06-01 11:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,34,66,72,54,111,52,Healthy
2026-06-01 11:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,61,78,49,96,181,48,Healthy
2026-06-01 11:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,57,30,59,92,221,54,Healthy
2026-06-01 11:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,62,52,81,42,420,32,Healthy
2026-06-01 11:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,61,77,63,105,215,10,Healthy
2026-06-01 12:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,99,57,42,114,114,42,Critical
2026-06-01 12:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,72,29,75,26,291,58,Healthy
2026-06-01 12:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,88,54,98,101,187,93,Critical
2026-06-01 12:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,19,87,97,59,388,9,Critical
2026-06-01 12:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,52,26,97,38,99,99,Critical
2026-06-01 12:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,59,63,53,63,259,112,Warning
2026-06-01 12:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,42,65,85,98,208,16,Warning
2026-06-01 12:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,29,47,76,15,417,3,Healthy
2026-06-01 13:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,37,68,64,44,156,59,Healthy
2026-06-01 13:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,40,34,76,19,368,54,Healthy
2026-06-01 13:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,57,78,45,27,334,5,Healthy
2026-06-01 13:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,46,67,45,66,254,30,Healthy
2026-06-01 13:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,52,77,38,52,149,105,Warning
2026-06-01 13:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,64,58,73,45,184,113,Warning
2026-06-01 13:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,27,55,49,86,332,113,Warning
2026-06-01 13:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,65,62,65,59,359,86,Healthy
2026-06-01 14:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,42,42,56,63,124,97,Warning
2026-06-01 14:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,52,76,84,118,267,118,Warning
2026-06-01 14:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,21,48,38,47,134,43,Healthy
2026-06-01 14:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,93,76,64,119,56,35,Critical
2026-06-01 14:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,42,85,42,90,400,86,Warning
2026-06-01 14:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,53,35,51,16,138,120,Warning
2026-06-01 14:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,30,29,78,46,386,78,Healthy
2026-06-01 14:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,63,37,79,74,303,84,Healthy
2026-06-01 15:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,40,45,61,117,399,61,Healthy
2026-06-01 15:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,66,35,94,109,104,3,Warning
2026-06-01 15:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,34,59,56,40,198,30,Healthy
2026-06-01 15:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,42,37,71,58,161,98,Warning
2026-06-01 15:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,70,68,61,108,210,22,Healthy
2026-06-01 15:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,26,53,86,97,60,68,Warning
2026-06-01 15:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,20,26,91,67,100,108,Warning
2026-06-01 15:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,58,67,43,62,60,80,Healthy
2026-06-01 16:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,58,61,72,15,302,71,Healthy
2026-06-01 16:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,94,68,97,198,121,14,Critical
2026-06-01 16:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,24,37,63,60,166,102,Warning
2026-06-01 16:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,92,51,74,182,71,84,Critical
2026-06-01 16:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,72,90,54,22,356,2,Critical
2026-06-01 16:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,62,53,71,87,78,115,Warning
2026-06-01 16:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,51,36,85,87,273,35,Warning
2026-06-01 16:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,20,65,87,99,46,23,Warning
2026-06-01 17:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,72,35,78,120,233,119,Warning
2026-06-01 17:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,22,58,83,101,306,43,Healthy
2026-06-01 17:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,42,30,74,79,411,45,Healthy
2026-06-01 17:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,89,93,79,91,233,100,Critical
2026-06-01 17:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,90,72,61,85,222,56,Critical
2026-06-01 17:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,29,64,79,117,156,92,Warning
2026-06-01 17:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,88,46,70,64,192,47,Warning
2026-06-01 17:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,90,50,47,26,125,56,Critical
2026-06-01 18:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,46,54,31,85,77,77,Healthy
2026-06-01 18:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,56,77,48,114,73,93,Warning
2026-06-01 18:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,75,37,40,36,101,35,Healthy
2026-06-01 18:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,37,90,47,76,69,47,Critical
2026-06-01 18:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,34,68,68,73,84,18,Healthy
2026-06-01 18:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,92,43,54,137,255,43,Critical
2026-06-01 18:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,45,77,68,56,338,89,Healthy
2026-06-01 18:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,30,33,50,103,354,63,Healthy
2026-06-01 19:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,54,42,82,61,88,120,Warning
2026-06-01 19:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,54,56,79,108,266,91,Warning
2026-06-01 19:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,31,40,34,116,239,87,Healthy
2026-06-01 19:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,49,41,72,69,223,10,Healthy
2026-06-01 19:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,46,52,64,103,244,70,Healthy
2026-06-01 19:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,20,45,81,96,73,14,Healthy
2026-06-01 19:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,67,64,71,87,360,87,Healthy
2026-06-01 19:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,59,70,80,16,80,34,Healthy
2026-06-01 20:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,32,55,74,72,221,51,Healthy
2026-06-01 20:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,47,59,39,18,277,14,Healthy
2026-06-01 20:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,36,27,76,54,205,59,Healthy
2026-06-01 20:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,68,52,36,104,261,41,Healthy
2026-06-01 20:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,22,73,31,97,85,87,Healthy
2026-06-01 20:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,69,69,41,57,316,55,Healthy
2026-06-01 20:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,47,47,41,70,232,4,Healthy
2026-06-01 20:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,65,34,57,105,139,27,Healthy
2026-06-01 21:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,35,73,66,83,125,47,Healthy
2026-06-01 21:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,38,29,85,96,190,77,Warning
2026-06-01 21:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,42,59,52,94,118,105,Warning
2026-06-01 21:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,61,41,67,32,190,16,Healthy
2026-06-01 21:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,33,33,39,68,335,18,Healthy
2026-06-01 21:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,54,33,64,97,118,72,Healthy
2026-06-01 21:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,28,30,83,21,213,2,Healthy
2026-06-01 21:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,49,74,65,78,239,88,Healthy
2026-06-01 22:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,49,75,40,18,419,29,Healthy
2026-06-01 22:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,89,56,79,110,283,71,Warning
2026-06-01 22:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,87,39,82,84,417,6,Warning
2026-06-01 22:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,66,56,57,98,414,32,Healthy
2026-06-01 22:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,37,24,52,26,254,111,Warning
2026-06-01 22:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,25,37,77,59,393,79,Healthy
2026-06-01 22:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,58,61,43,118,60,73,Healthy
2026-06-01 22:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,40,60,50,52,178,74,Healthy
2026-06-01 23:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,35,54,73,32,414,101,Warning
2026-06-01 23:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,44,39,38,31,157,19,Healthy
2026-06-01 23:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,63,37,73,33,325,81,Healthy
2026-06-01 23:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,35,46,70,113,77,52,Healthy
2026-06-01 23:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,50,66,53,77,197,75,Healthy
2026-06-01 23:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,18,76,76,96,370,90,Healthy
2026-06-01 23:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,40,72,43,120,138,64,Healthy
2026-06-01 23:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,35,40,66,77,205,115,Warning
