timestamp,source,category,business_service,description,severity,status,recommended_action
2026-05-31 15:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Delayed; duration 13 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 15:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Success; duration 69 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 16:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Critical: CPU 91%, memory 45%, disk 45%, latency 167ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 16:00:00,GEN-01,Generator,Facilities,Fuel Level Low detected on GEN-01 at Exterior Pad.,Medium,Open,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-05-31 16:00:00,UPS-02,UPS,Facilities,Battery Warning detected on UPS-02 at Power Room B.,Medium,Escalated,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-05-31 16:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 36%, memory 89%, disk 67%, latency 69ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 16:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 55%, memory 51%, disk 59%, latency 16ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 16:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Warning: CPU 29%, memory 27%, disk 54%, latency 45ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 16:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 12 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 16:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Delayed; duration 12 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 16:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Delayed; duration 47 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 16:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 22%, memory 65%, disk 44%, latency 70ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 16:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Warning: CPU 52%, memory 42%, disk 86%, latency 84ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 17:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 73%, memory 69%, disk 88%, latency 78ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 17:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 35%, memory 38%, disk 60%, latency 52ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 17:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Delayed; duration 19 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 17:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Delayed; duration 22 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 17:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 9 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 17:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 44%, memory 30%, disk 86%, latency 82ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 17:00:00,DOOR-ACCESS-01,Security,Facilities,Badge Access Failure detected on DOOR-ACCESS-01 at Main Entrance.,Medium,Resolved,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-05-31 17:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Warning: CPU 69%, memory 73%, disk 70%, latency 47ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 17:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Warning: CPU 37%, memory 24%, disk 76%, latency 52ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 17:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 14 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 17:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Warning: CPU 39%, memory 51%, disk 39%, latency 43ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 18:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 44%, memory 89%, disk 43%, latency 45ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 18:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 52%, memory 69%, disk 86%, latency 27ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 18:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Warning: CPU 89%, memory 78%, disk 54%, latency 100ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 18:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Critical: CPU 24%, memory 92%, disk 50%, latency 43ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 18:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 22 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 18:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Failed; duration 22 min vs SLA 8 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 18:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Delayed; duration 13 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 18:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Delayed; duration 15 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 18:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Failed; duration 52 min vs SLA 45 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 18:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 12 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 19:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 46%, memory 54%, disk 58%, latency 93ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 19:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Critical: CPU 67%, memory 97%, disk 39%, latency 84ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 19:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Critical: CPU 99%, memory 23%, disk 52%, latency 125ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 19:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Success; duration 59 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 19:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Failed; duration 7 min vs SLA 10 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 19:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 14 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 19:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Critical: CPU 60%, memory 62%, disk 96%, latency 46ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 19:00:00,GEN-01,Generator,Facilities,Fuel Level Low detected on GEN-01 at Exterior Pad.,Medium,Monitoring,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-05-31 19:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 7 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 20:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 8 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 20:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Warning: CPU 59%, memory 71%, disk 85%, latency 72ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 20:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Warning: CPU 56%, memory 28%, disk 43%, latency 76ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 20:00:00,CRAC-02,HVAC,Facilities,Airflow Alert detected on CRAC-02 at Data Hall B.,Medium,Escalated,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-05-31 20:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Critical: CPU 24%, memory 45%, disk 99%, latency 86ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 20:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Failed; duration 21 min vs SLA 10 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 20:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 56%, memory 51%, disk 57%, latency 104ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 21:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Success; duration 56 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 21:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Warning: CPU 60%, memory 88%, disk 74%, latency 58ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 21:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Warning: CPU 24%, memory 57%, disk 78%, latency 43ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 21:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 53%, memory 74%, disk 73%, latency 18ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 21:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 67%, memory 84%, disk 39%, latency 94ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 21:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 23%, memory 64%, disk 68%, latency 49ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 21:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Critical: CPU 92%, memory 29%, disk 73%, latency 162ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 21:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Failed; duration 17 min vs SLA 8 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 21:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 14 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 22:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Warning: CPU 20%, memory 87%, disk 49%, latency 113ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 22:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Critical: CPU 34%, memory 95%, disk 57%, latency 63ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 22:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Warning: CPU 32%, memory 75%, disk 91%, latency 70ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 22:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Critical: CPU 91%, memory 32%, disk 69%, latency 183ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 22:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 20 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 22:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 45%, memory 37%, disk 55%, latency 65ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 22:00:00,FIRE-01,Fire Suppression,Facilities,Sensor Fault detected on FIRE-01 at Data Hall A.,Critical,Resolved,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-05-31 22:00:00,CRAC-01,HVAC,Facilities,Airflow Alert detected on CRAC-01 at Data Hall A.,Medium,Monitoring,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-05-31 22:00:00,UPS-01,UPS,Facilities,Battery Warning detected on UPS-01 at Power Room A.,Medium,Monitoring,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-05-31 23:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Critical: CPU 57%, memory 62%, disk 98%, latency 95ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 23:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 30%, memory 52%, disk 33%, latency 118ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 23:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Critical: CPU 23%, memory 95%, disk 58%, latency 82ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 23:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Delayed; duration 52 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 23:00:00,DOOR-ACCESS-01,Security,Facilities,Door Forced Open detected on DOOR-ACCESS-01 at Main Entrance.,Medium,Escalated,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-05-31 23:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Success; duration 70 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 23:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Delayed; duration 5 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 23:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 8 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 23:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Delayed; duration 7 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 23:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 18 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-05-31 23:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Warning: CPU 27%, memory 33%, disk 78%, latency 24ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-05-31 23:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Success; duration 51 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 00:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Critical: CPU 96%, memory 49%, disk 31%, latency 118ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 00:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Warning: CPU 53%, memory 72%, disk 38%, latency 109ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 00:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Warning: CPU 72%, memory 60%, disk 51%, latency 99ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 00:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 18 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 00:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 58%, memory 26%, disk 65%, latency 51ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 00:00:00,SRV-AIX-01,Server Health,Core Banking Ops,"AIX server SRV-AIX-01 is Warning: CPU 28%, memory 40%, disk 79%, latency 91ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 00:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 21 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 00:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Delayed; duration 27 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 00:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 19 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 00:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Warning: CPU 65%, memory 24%, disk 86%, latency 31ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 00:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 67%, memory 36%, disk 92%, latency 79ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 01:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Failed; duration 10 min vs SLA 6 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 01:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 9 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 01:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 14 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 01:00:00,Tax_Record_Sync,Production Control,Finance,BPE job Tax_Record_Sync Success; duration 62 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 01:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Failed; duration 38 min vs SLA 45 min.,Critical,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 01:00:00,Payroll_Process,Production Control,Payroll,BPE job Payroll_Process Delayed; duration 14 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 01:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 75%, memory 75%, disk 88%, latency 72ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 01:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Critical: CPU 70%, memory 60%, disk 98%, latency 62ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 01:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Warning: CPU 20%, memory 65%, disk 58%, latency 111ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 02:00:00,DMV_Transactions,Production Control,Citizen Services,TPE job DMV_Transactions Success; duration 12 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 02:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Critical: CPU 93%, memory 60%, disk 70%, latency 125ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 02:00:00,SRV-WIN-03,Server Health,Patch Management,"Windows server SRV-WIN-03 is Warning: CPU 42%, memory 24%, disk 53%, latency 17ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 02:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 17 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 02:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 16 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 02:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Success; duration 21 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 02:00:00,Nightly_Backup,Production Control,Backup,BPE job Nightly_Backup Delayed; duration 14 min vs SLA 60 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 02:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Critical: CPU 90%, memory 37%, disk 33%, latency 96ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 03:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 10 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 03:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 18 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 03:00:00,Claims_Processing,Production Control,Insurance,TPE job Claims_Processing Delayed; duration 3 min vs SLA 10 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 03:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Warning: CPU 89%, memory 88%, disk 62%, latency 119ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 03:00:00,DOOR-ACCESS-01,Security,Facilities,Door Forced Open detected on DOOR-ACCESS-01 at Main Entrance.,Medium,Resolved,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 03:00:00,SRV-AIX-02,Server Health,Mainframe Integration,"AIX server SRV-AIX-02 is Critical: CPU 94%, memory 43%, disk 41%, latency 182ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 03:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Critical: CPU 96%, memory 34%, disk 85%, latency 178ms.",Critical,Open,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 04:00:00,SRV-LNX-02,Server Health,API Gateway,"Linux server SRV-LNX-02 is Warning: CPU 56%, memory 85%, disk 45%, latency 61ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 04:00:00,SRV-LNX-01,Server Health,Monitoring,"Linux server SRV-LNX-01 is Warning: CPU 60%, memory 45%, disk 77%, latency 18ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 04:00:00,Benefits_Update,Production Control,HR,BPE job Benefits_Update Success; duration 59 min vs SLA 45 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 04:00:00,UPS-02,UPS,Facilities,Load Threshold Exceeded detected on UPS-02 at Power Room B.,Critical,Monitoring,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 04:00:00,CRAC-02,HVAC,Facilities,Airflow Alert detected on CRAC-02 at Data Hall B.,Medium,Escalated,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 04:00:00,DOOR-ACCESS-01,Security,Facilities,Camera Offline detected on DOOR-ACCESS-01 at Main Entrance.,Critical,Monitoring,"Validate facility alert, check redundant systems, and escalate to data center facilities."
2026-06-01 04:00:00,SRV-LNX-03,Server Health,Log Aggregation,"Linux server SRV-LNX-03 is Warning: CPU 88%, memory 65%, disk 53%, latency 112ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 04:00:00,SRV-WIN-01,Server Health,Active Directory,"Windows server SRV-WIN-01 is Warning: CPU 26%, memory 47%, disk 47%, latency 29ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 04:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 10 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 05:00:00,SRV-WIN-02,Server Health,File Services,"Windows server SRV-WIN-02 is Warning: CPU 55%, memory 30%, disk 88%, latency 30ms.",Warning,Monitoring,"Investigate resource saturation, validate service health, and escalate if SLA-impacting."
2026-06-01 05:00:00,Payment_Gateway_Check,Production Control,Payments,TPE job Payment_Gateway_Check Success; duration 11 min vs SLA 6 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
2026-06-01 05:00:00,Identity_Verification,Production Control,IAM,TPE job Identity_Verification Success; duration 19 min vs SLA 8 min.,Warning,Open,"Review job logs, rerun if safe, notify owning team, and track SLA impact."
